ID,NO,AREA,CATEGORY,STATUS
9228,XF5A063,59,12,未锁定
9229,XF5A064,59,12,未锁定
9230,XF5A065,59,12,未锁定
9231,XF5A066,59,12,未锁定
9232,XF5A067,59,12,未锁定
9233,XF5A068,59,12,未锁定
9234,XF5A069,59,12,未锁定
9235,XF5A070,59,12,未锁定
9236,XF5A071,59,12,未锁定
9237,XF5A072,59,12,未锁定
9238,XF5A073,59,12,未锁定
9239,XF5A074,59,12,未锁定
9240,XF5A075,59,12,未锁定
9241,XF5A076,59,12,未锁定
9242,XF5A077,59,12,未锁定
9243,XF5A078,59,12,未锁定
9244,XF5A079,59,12,未锁定
9245,XF5A080,59,12,未锁定
9246,XF5A081,59,12,未锁定
9247,XF5A082,59,12,未锁定
9248,XF5A083,59,12,未锁定
9249,XF5A084,59,12,未锁定
9250,XF5A085,59,12,未锁定
9251,XF5A086,59,12,未锁定
9252,XF5A087,59,12,未锁定
9253,XF5A088,59,12,未锁定
9254,XF5A089,59,12,未锁定
9255,XF5A090,59,12,未锁定
9256,XF5A091,59,12,未锁定
9257,XF5A092,59,12,未锁定
9258,XF5A093,59,12,未锁定
9259,XF5A094,59,12,未锁定
9260,XF5A095,59,12,未锁定
9261,XF5A096,59,12,未锁定
9262,XF5A097,59,12,未锁定
9263,XF5A098,59,12,未锁定
9264,XF5A099,59,12,未锁定
9265,XF5A100,59,12,未锁定
9266,XF5A101,59,12,未锁定
9267,XF5A102,59,12,未锁定
9268,XF5A103,59,12,未锁定
9269,XF5A104,59,12,未锁定
9270,XF5A105,59,12,未锁定
9271,XF5A106,59,12,未锁定
9272,XF5A107,59,12,未锁定
9273,XF5A108,59,12,未锁定
9274,XF5A109,59,12,未锁定
9275,XF5A110,59,12,未锁定
9276,XF5A111,59,12,未锁定
9277,XF5A112,59,12,未锁定
9278,XF5A113,59,12,未锁定
9279,XF5A114,59,12,未锁定
9280,XF5A115,59,12,未锁定
9281,XF5A116,59,12,未锁定
9282,XF5A117,59,12,未锁定
9283,XF5A118,59,12,未锁定
9284,XF5A119,59,12,未锁定
9285,XF5A120,59,12,未锁定
9286,XF5A121,59,12,未锁定
9287,XF5A122,59,12,未锁定
9288,XF5A123,59,12,未锁定
9289,XF5A124,59,12,未锁定
9290,XF5A125,59,12,未锁定
9291,XF5A126,59,12,未锁定
9292,XF5A127,59,12,未锁定
9293,XF5A128,59,12,未锁定
9294,XF5A129,59,12,未锁定
9295,XF5A130,59,12,未锁定
9296,XF5A131,59,12,未锁定
9297,XF5A132,59,12,未锁定
9298,XF5A133,59,12,未锁定
9299,XF5A134,59,12,未锁定
9300,XF5A135,59,12,未锁定
9301,XF5A136,59,12,未锁定
9302,XF5A137,59,12,未锁定
9303,XF5A138,59,12,未锁定
9304,XF5A139,59,12,未锁定
9305,XF5A140,59,12,未锁定
9306,XF5A141,59,12,未锁定
9307,XF5A142,59,12,未锁定
9308,XF5A143,59,12,未锁定
9309,XF5A144,59,12,未锁定
9310,XF5A145,59,12,未锁定
9311,XF5A146,59,12,未锁定
9312,XF5A147,59,12,未锁定
9313,XF5A148,59,12,未锁定
9314,XF5A149,59,12,未锁定
9315,XF5A150,59,12,未锁定
9316,XF5A151,59,12,未锁定
9317,XF5A152,59,12,未锁定
9318,XF5A153,59,12,未锁定
9319,XF5A154,59,12,未锁定
9320,XF5A155,59,12,未锁定
9321,XF5A156,59,12,未锁定
9322,XF5A157,59,12,未锁定
9323,XF5A158,59,12,未锁定
9324,XF5A159,59,12,未锁定
9325,XF5A160,59,12,未锁定
9326,XF5A161,59,12,未锁定
9327,XF5A162,59,12,未锁定
9328,XF5A163,59,12,未锁定
9329,XF5A164,59,12,未锁定
9330,XF5A165,59,12,未锁定
9331,XF5A166,59,12,未锁定
9332,XF5A167,59,12,未锁定
9333,XF5A168,59,12,未锁定
9334,XF5A169,59,12,未锁定
9335,XF5A170,59,12,未锁定
9336,XF5A171,59,12,未锁定
9337,XF5A172,59,12,未锁定
9338,XF5A173,59,12,未锁定
9339,XF5A174,59,12,未锁定
9340,XF5A175,59,12,未锁定
9341,XF5A176,59,12,未锁定
9342,XF5A177,59,12,未锁定
9343,XF5A178,59,12,未锁定
9344,XF5A179,59,12,未锁定
9345,XF5A180,59,12,未锁定
8048,XF6B001,60,12,未锁定
8049,XF6B002,60,12,未锁定
8050,XF6B003,60,12,锁定
8051,XF6B004,60,12,锁定
8052,XF6B005,60,12,未锁定
8053,XF6B006,60,12,未锁定
8054,XF6B007,60,12,锁定
8055,XF6B008,60,12,锁定
8056,XF6B009,60,12,未锁定
8057,XF6B010,60,12,未锁定
8058,XF6B011,60,12,锁定
8059,XF6B012,60,12,锁定
8060,XF6B013,60,12,未锁定
8061,XF6B014,60,12,未锁定
8062,XF6B015,60,12,锁定
8063,XF6B016,60,12,锁定
8064,XF6B017,60,12,未锁定
8065,XF6B018,60,12,未锁定
8066,XF6B019,60,12,锁定
8067,XF6B020,60,12,锁定
8068,XF6B021,60,12,未锁定
8069,XF6B022,60,12,未锁定
8070,XF6B023,60,12,锁定
8071,XF6B024,60,12,锁定
8072,XF6B025,60,12,未锁定
8073,XF6B026,60,12,未锁定
8074,XF6B027,60,12,锁定
8075,XF6B028,60,12,锁定
8076,XF6B029,60,12,未锁定
8077,XF6B030,60,12,未锁定
8078,XF6B031,60,12,锁定
8079,XF6B032,60,12,锁定
8080,XF6B033,60,12,未锁定
8081,XF6B034,60,12,未锁定
8082,XF6B035,60,12,锁定
8083,XF6B036,60,12,锁定
8084,XF6B037,60,12,未锁定
8085,XF6B038,60,12,未锁定
8086,XF6B039,60,12,锁定
8087,XF6B040,60,12,锁定
8088,XF6C001,61,12,未锁定
8089,XF6C002,61,12,未锁定
8090,XF6C003,61,12,锁定
8091,XF6C004,61,12,锁定
8092,XF6C005,61,12,未锁定
8093,XF6C006,61,12,未锁定
8094,XF6C007,61,12,锁定
8095,XF6C008,61,12,锁定
8096,XF6C009,61,12,未锁定
8097,XF6C010,61,12,未锁定
8098,XF6C011,61,12,锁定
8099,XF6C012,61,12,锁定
8100,XF6D001,62,12,未锁定
8101,XF6D002,62,12,未锁定
8102,XF6D003,62,12,未锁定
8103,XF6D004,62,12,未锁定
8104,XF6D005,62,12,未锁定
8105,XF6D006,62,12,未锁定
8106,XF6D007,62,12,未锁定
8107,XF6D008,62,12,未锁定
8108,XF6D009,62,12,未锁定
8109,XF6D010,62,12,未锁定
8110,XF6D011,62,12,锁定
8111,XF6D012,62,12,锁定
8112,XF6D013,62,12,锁定
8113,XF6D014,62,12,锁定
8114,XF6D015,62,12,锁定
8115,XF6D016,62,12,锁定
8116,XF6D017,62,12,锁定
8117,XF6D018,62,12,锁定
8118,XF6D019,62,12,锁定
8119,XF6D020,62,12,锁定
8120,XF6D021,62,12,未锁定
8121,XF6D022,62,12,未锁定
8122,XF6D023,62,12,未锁定
8123,XF6D024,62,12,未锁定
8124,XF6D025,62,12,未锁定
8125,XF6D026,62,12,未锁定
8126,XF6D027,62,12,未锁定
8127,XF6D028,62,12,未锁定
8128,XF6D029,62,12,未锁定
8129,XF6D030,62,12,未锁定
8130,XF6D031,62,12,锁定
8131,XF6D032,62,12,锁定
8132,XF6D033,62,12,锁定
8133,XF6D034,62,12,锁定
8134,XF6D035,62,12,锁定
8135,XF6D036,62,12,锁定
8136,XF6D037,62,12,锁定
8137,XF6D038,62,12,锁定
8138,XF6D039,62,12,锁定
8139,XF6D040,62,12,锁定
8140,XF6D041,62,12,未锁定
8141,XF6D042,62,12,未锁定
8142,XF6D043,62,12,未锁定
8143,XF6D044,62,12,未锁定
8144,XF6D045,62,12,未锁定
8145,XF6D046,62,12,未锁定
8146,XF6D047,62,12,未锁定
8147,XF6D048,62,12,未锁定
8148,XF6D049,62,12,未锁定
8149,XF6D050,62,12,未锁定
8150,XF6D051,62,12,锁定
8151,XF6D052,62,12,锁定
8152,XF6D053,62,12,锁定
8153,XF6D054,62,12,锁定
8154,XF6D055,62,12,锁定
8155,XF6D056,62,12,锁定
8156,XF6D057,62,12,锁定
8157,XF6D058,62,12,锁定
8158,XF6D059,62,12,锁定
8159,XF6D060,62,12,锁定
8160,XF6D061,62,12,未锁定
8161,XF6D062,62,12,未锁定
8162,XF6D063,62,12,未锁定
8163,XF6D064,62,12,未锁定
8164,XF6D065,62,12,未锁定
8165,XF6D066,62,12,未锁定
8166,XF6D067,62,12,锁定
8167,XF6D068,62,12,锁定
8168,XF6D069,62,12,锁定
8169,XF6D070,62,12,锁定
8170,XF6D071,62,12,锁定
8171,XF6D072,62,12,锁定
8172,XF6D073,62,12,未锁定
8173,XF6D074,62,12,未锁定
8174,XF6D075,62,12,锁定
8175,XF6D076,62,12,锁定
8176,XF6D077,62,12,未锁定
8177,XF6D078,62,12,未锁定
8178,XF6D079,62,12,未锁定
8179,XF6D080,62,12,未锁定
8180,XF6D081,62,12,未锁定
8181,XF6D082,62,12,未锁定
8182,XF6D083,62,12,未锁定
8183,XF6D084,62,12,未锁定
8184,XF6D085,62,12,未锁定
8185,XF6D086,62,12,未锁定
8186,XF6D087,62,12,锁定
8187,XF6D088,62,12,锁定
8188,XF6D089,62,12,锁定
8189,XF6D090,62,12,锁定
8190,XF6D091,62,12,锁定
8191,XF6D092,62,12,锁定
8192,XF6D093,62,12,锁定
8193,XF6D094,62,12,锁定
8194,XF6D095,62,12,锁定
8195,XF6D096,62,12,锁定
8196,XF6D097,62,12,未锁定
8197,XF6D098,62,12,未锁定
8198,XF6D099,62,12,未锁定
8199,XF6D100,62,12,未锁定
8200,XF6D101,62,12,未锁定
8201,XF6D102,62,12,未锁定
8202,XF6D103,62,12,未锁定
8203,XF6D104,62,12,未锁定
8204,XF6D105,62,12,未锁定
8205,XF6D106,62,12,未锁定
8206,XF6D107,62,12,锁定
8207,XF6D108,62,12,锁定
8208,XF6D109,62,12,锁定
8209,XF6D110,62,12,锁定
8210,XF6D111,62,12,锁定
8211,XF6D112,62,12,锁定
8212,XF6D113,62,12,锁定
8213,XF6D114,62,12,锁定
8214,XF6D115,62,12,锁定
8215,XF6D116,62,12,锁定
8216,XF6D117,62,12,未锁定
8217,XF6D118,62,12,未锁定
8218,XF6D119,62,12,未锁定
8219,XF6D120,62,12,未锁定
8220,XF6D121,62,12,未锁定
8221,XF6D122,62,12,未锁定
8222,XF6D123,62,12,未锁定
8223,XF6D124,62,12,未锁定
8224,XF6D125,62,12,未锁定
8225,XF6D126,62,12,未锁定
8226,XF6D127,62,12,锁定
8227,XF6D128,62,12,锁定
8228,XF6D129,62,12,锁定
8229,XF6D130,62,12,锁定
8230,XF6D131,62,12,锁定
8231,XF6D132,62,12,锁定
8232,XF6D133,62,12,锁定
8233,XF6D134,62,12,锁定
8234,XF6D135,62,12,锁定
8235,XF6D136,62,12,锁定
9346,XF6F001,63,12,未锁定
9347,XF6F002,63,12,未锁定
9348,XF6F003,63,12,未锁定
9349,XF6F004,63,12,未锁定
9350,XF6F005,63,12,未锁定
9351,XF6F006,63,12,未锁定
9352,XF6F007,63,12,未锁定
9353,XF6F008,63,12,未锁定
9354,XF6F009,63,12,未锁定
9355,XF6F010,63,12,未锁定
8246,XF6E001,64,12,锁定
8247,XF6E002,64,12,锁定
8248,XF6E003,64,12,锁定
8249,XF6E004,64,12,锁定
8250,XF6E005,64,12,锁定
8251,XF6E006,64,12,锁定
8252,XF6E007,64,12,锁定
8253,XF6E008,64,12,锁定
8254,XF6E009,64,12,锁定
8255,XF6E010,64,12,锁定
8256,XF6E011,64,12,未锁定
8257,XF6E012,64,12,未锁定
8258,XF6E013,64,12,未锁定
8259,XF6E014,64,12,未锁定
8260,XF6E015,64,12,未锁定
8261,XF6E016,64,12,未锁定
8262,XF6E017,64,12,未锁定
8263,XF6E018,64,12,未锁定
8264,XF6E019,64,12,未锁定
8265,XF6E020,64,12,未锁定
8266,XF6E021,64,12,锁定
8267,XF6E022,64,12,锁定
8268,XF6E023,64,12,锁定
8269,XF6E024,64,12,锁定
8270,XF6E025,64,12,锁定
8271,XF6E026,64,12,锁定
8272,XF6E027,64,12,锁定
8273,XF6E028,64,12,锁定
8274,XF6E029,64,12,锁定
8275,XF6E030,64,12,锁定
8276,XF6E031,64,12,未锁定
8277,XF6E032,64,12,未锁定
8278,XF6E033,64,12,未锁定
8279,XF6E034,64,12,未锁定
8280,XF6E035,64,12,未锁定
8281,XF6E036,64,12,未锁定
8282,XF6E037,64,12,未锁定
8283,XF6E038,64,12,未锁定
8284,XF6E039,64,12,未锁定
8285,XF6E040,64,12,未锁定
8286,XF6E041,64,12,锁定
8287,XF6E042,64,12,锁定
8288,XF6E043,64,12,锁定
8289,XF6E044,64,12,锁定
8290,XF6E045,64,12,锁定
8291,XF6E046,64,12,锁定
8292,XF6E047,64,12,锁定
8293,XF6E048,64,12,锁定
8294,XF6E049,64,12,锁定
8295,XF6E050,64,12,锁定
8296,XF6E051,64,12,未锁定
8297,XF6E052,64,12,未锁定
8298,XF6E053,64,12,未锁定
8299,XF6E054,64,12,未锁定
8300,XF6E055,64,12,未锁定
8301,XF6E056,64,12,未锁定
8302,XF6E057,64,12,未锁定
8303,XF6E058,64,12,未锁定
8304,XF6E059,64,12,未锁定
8305,XF6E060,64,12,未锁定
8306,XF6E061,64,12,锁定
8307,XF6E062,64,12,锁定
8308,XF6E063,64,12,未锁定
8309,XF6E064,64,12,未锁定
8310,XF6E065,64,12,锁定
8311,XF6E066,64,12,锁定
8312,XF6E067,64,12,锁定
8313,XF6E068,64,12,锁定
8314,XF6E069,64,12,锁定
8315,XF6E070,64,12,锁定
8316,XF6E071,64,12,未锁定
8317,XF6E072,64,12,未锁定
8318,XF6E073,64,12,未锁定
8319,XF6E074,64,12,未锁定
8320,XF6E075,64,12,未锁定
8321,XF6E076,64,12,未锁定
8322,XF6E077,64,12,锁定
8323,XF6E078,64,12,锁定
8324,XF6E079,64,12,锁定
8325,XF6E080,64,12,锁定
8326,XF6E081,64,12,锁定
8327,XF6E082,64,12,锁定
8328,XF6E083,64,12,锁定
8329,XF6E084,64,12,锁定
8330,XF6E085,64,12,锁定
8331,XF6E086,64,12,锁定
8332,XF6E087,64,12,未锁定
8333,XF6E088,64,12,未锁定
8334,XF6E089,64,12,未锁定
8335,XF6E090,64,12,未锁定
8336,XF6E091,64,12,未锁定
8337,XF6E092,64,12,未锁定
8338,XF6E093,64,12,未锁定
8339,XF6E094,64,12,未锁定
8340,XF6E095,64,12,未锁定
8341,XF6E096,64,12,未锁定
8342,XF6E097,64,12,锁定
8343,XF6E098,64,12,锁定
8344,XF6E099,64,12,锁定
8345,XF6E100,64,12,锁定
8346,XF6E101,64,12,锁定
8347,XF6E102,64,12,锁定
8348,XF6E103,64,12,锁定
8349,XF6E104,64,12,锁定
8350,XF6E105,64,12,锁定
8351,XF6E106,64,12,锁定
8352,XF6E107,64,12,未锁定
8353,XF6E108,64,12,未锁定
8354,XF6E109,64,12,未锁定
8355,XF6E110,64,12,未锁定
8356,XF6E111,64,12,未锁定
8357,XF6E112,64,12,未锁定
8358,XF6E113,64,12,未锁定
8359,XF6E114,64,12,未锁定
8360,XF6E115,64,12,未锁定
8361,XF6E116,64,12,未锁定
8362,XF6E117,64,12,锁定
8363,XF6E118,64,12,锁定
8364,XF6E119,64,12,锁定
8365,XF6E120,64,12,锁定
8366,XF6E121,64,12,锁定
8367,XF6E122,64,12,锁定
8368,XF6E123,64,12,锁定
8369,XF6E124,64,12,锁定
8370,XF6E125,64,12,锁定
8371,XF6E126,64,12,锁定
8372,XF6E127,64,12,未锁定
8373,XF6E128,64,12,未锁定
8374,XF6E129,64,12,未锁定
8375,XF6E130,64,12,未锁定
8376,XF6E131,64,12,未锁定
8377,XF6E132,64,12,未锁定
8378,XF6E133,64,12,未锁定
8379,XF6E134,64,12,未锁定
8380,XF6E135,64,12,未锁定
8381,XF6E136,64,12,未锁定
9356,XF6A001,65,12,锁定
9357,XF6A002,65,12,锁定
9358,XF6A003,65,12,锁定
9359,XF6A004,65,12,锁定
9360,XF6A005,65,12,锁定
9361,XF6A006,65,12,锁定
9362,XF6A007,65,12,锁定
9363,XF6A008,65,12,锁定
9364,XF6A009,65,12,未锁定
9365,XF6A010,65,12,未锁定
9366,XF6A011,65,12,未锁定
9367,XF6A012,65,12,未锁定
9368,XF6A013,65,12,未锁定
9369,XF6A014,65,12,未锁定
9370,XF6A015,65,12,未锁定
9371,XF6A016,65,12,未锁定
9372,XF6A017,65,12,锁定
9373,XF6A018,65,12,锁定
9374,XF6A019,65,12,锁定
9375,XF6A020,65,12,锁定
9376,XF6A021,65,12,锁定
9377,XF6A022,65,12,锁定
9378,XF6A023,65,12,锁定
9379,XF6A024,65,12,锁定
9380,XF6A025,65,12,未锁定
9381,XF6A026,65,12,未锁定
9382,XF6A027,65,12,未锁定
9383,XF6A028,65,12,未锁定
9384,XF6A029,65,12,未锁定
9385,XF6A030,65,12,未锁定
9386,XF6A031,65,12,未锁定
9387,XF6A032,65,12,未锁定
9388,XF6A033,65,12,锁定
9389,XF6A034,65,12,锁定
9390,XF6A035,65,12,锁定
9391,XF6A036,65,12,锁定
9392,XF6A037,65,12,锁定
9393,XF6A038,65,12,锁定
9394,XF6A039,65,12,锁定
9395,XF6A040,65,12,锁定
9396,XF6A041,65,12,未锁定
9397,XF6A042,65,12,未锁定
9398,XF6A043,65,12,未锁定
9399,XF6A044,65,12,未锁定
9400,XF6A045,65,12,未锁定
9401,XF6A046,65,12,未锁定
9402,XF6A047,65,12,未锁定
9403,XF6A048,65,12,未锁定
9404,XF6A049,65,12,锁定
9405,XF6A050,65,12,锁定
9406,XF6A051,65,12,锁定
9407,XF6A052,65,12,锁定
9408,XF6A053,65,12,锁定
9409,XF6A054,65,12,锁定
9410,XF6A055,65,12,未锁定
9411,XF6A056,65,12,未锁定
9412,XF6A057,65,12,未锁定
9413,XF6A058,65,12,未锁定
9414,XF6A059,65,12,未锁定
9415,XF6A060,65,12,未锁定
9416,XF6A061,65,12,锁定
9417,XF6A062,65,12,锁定
9418,XF6A063,65,12,锁定
9419,XF6A064,65,12,锁定
9420,XF6A065,65,12,锁定
9421,XF6A066,65,12,锁定
9422,XF6A067,65,12,锁定
9423,XF6A068,65,12,锁定
9424,XF6A069,65,12,未锁定
9425,XF6A070,65,12,未锁定
9426,XF6A071,65,12,未锁定
9427,XF6A072,65,12,未锁定
9428,XF6A073,65,12,未锁定
9429,XF6A074,65,12,未锁定
9430,XF6A075,65,12,未锁定
9431,XF6A076,65,12,未锁定
9432,XF6A077,65,12,锁定
9433,XF6A078,65,12,锁定
9434,XF6A079,65,12,锁定
9435,XF6A080,65,12,锁定
9436,XF6A081,65,12,锁定
9437,XF6A082,65,12,锁定
9438,XF6A083,65,12,锁定
9439,XF6A084,65,12,锁定
9440,XF6A085,65,12,未锁定
9441,XF6A086,65,12,未锁定
9442,XF6A087,65,12,未锁定
9443,XF6A088,65,12,未锁定
9444,XF6A089,65,12,未锁定
9445,XF6A090,65,12,未锁定
9446,XF6A091,65,12,未锁定
9447,XF6A092,65,12,未锁定
9448,XF6A093,65,12,锁定
9449,XF6A094,65,12,锁定
9450,XF6A095,65,12,锁定
9451,XF6A096,65,12,锁定
9452,XF6A097,65,12,锁定
9453,XF6A098,65,12,锁定
9454,XF6A099,65,12,锁定
9455,XF6A100,65,12,锁定
9456,XF6A101,65,12,未锁定
9457,XF6A102,65,12,未锁定
9458,XF6A103,65,12,未锁定
9459,XF6A104,65,12,未锁定
9460,XF6A105,65,12,未锁定
9461,XF6A106,65,12,未锁定
9462,XF6A107,65,12,未锁定
9463,XF6A108,65,12,未锁定
9464,XF6A109,65,12,锁定
9465,XF6A110,65,12,锁定
9466,XF6A111,65,12,锁定
9467,XF6A112,65,12,锁定
9468,XF6A113,65,12,锁定
9469,XF6A114,65,12,锁定
9470,XF6A115,65,12,未锁定
9471,XF6A116,65,12,未锁定
9472,XF6A117,65,12,未锁定
9473,XF6A118,65,12,未锁定
9474,XF6A119,65,12,未锁定
9475,XF6A120,65,12,未锁定
9476,XF6A121,65,12,锁定
9477,XF6A122,65,12,锁定
9478,XF6A123,65,12,锁定
9479,XF6A124,65,12,锁定
9480,XF6A125,65,12,锁定
9481,XF6A126,65,12,锁定
9482,XF6A127,65,12,锁定
9483,XF6A128,65,12,锁定
9484,XF6A129,65,12,未锁定
9485,XF6A130,65,12,未锁定
9486,XF6A131,65,12,未锁定
9487,XF6A132,65,12,未锁定
9488,XF6A133,65,12,未锁定
9489,XF6A134,65,12,未锁定
9490,XF6A135,65,12,未锁定
9491,XF6A136,65,12,未锁定
9492,XF6A137,65,12,锁定
9493,XF6A138,65,12,锁定
9494,XF6A139,65,12,锁定
9495,XF6A140,65,12,锁定
9496,XF6A141,65,12,锁定
9497,XF6A142,65,12,锁定
9498,XF6A143,65,12,锁定
9499,XF6A144,65,12,锁定
9500,XF6A145,65,12,未锁定
9501,XF6A146,65,12,未锁定
9502,XF6A147,65,12,未锁定
9503,XF6A148,65,12,未锁定
9504,XF6A149,65,12,未锁定
9505,XF6A150,65,12,未锁定
9506,XF6A151,65,12,未锁定
9507,XF6A152,65,12,未锁定
9508,XF6A153,65,12,锁定
9509,XF6A154,65,12,锁定
9510,XF6A155,65,12,锁定
9511,XF6A156,65,12,锁定
9512,XF6A157,65,12,锁定
9513,XF6A158,65,12,锁定
9514,XF6A159,65,12,锁定
9515,XF6A160,65,12,锁定
9516,XF6A161,65,12,未锁定
9517,XF6A162,65,12,未锁定
9518,XF6A163,65,12,未锁定
9519,XF6A164,65,12,未锁定
9520,XF6A165,65,12,未锁定
9521,XF6A166,65,12,未锁定
9522,XF6A167,65,12,未锁定
9523,XF6A168,65,12,未锁定
8550,XF7B001,66,12,未锁定
8551,XF7B002,66,12,未锁定
8552,XF7B003,66,12,未锁定
8553,XF7B004,66,12,未锁定
8554,XF7B005,66,12,未锁定
8555,XF7B006,66,12,未锁定
8556,XF7B007,66,12,锁定
8557,XF7B008,66,12,锁定
8558,XF7B009,66,12,锁定
8559,XF7B010,66,12,锁定
8560,XF7B011,66,12,锁定
8561,XF7B012,66,12,锁定
8562,XF7B013,66,12,未锁定
8563,XF7B014,66,12,未锁定
8564,XF7B015,66,12,未锁定
8565,XF7B016,66,12,未锁定
8566,XF7B017,66,12,未锁定
8567,XF7B018,66,12,未锁定
8568,XF7B019,66,12,锁定
8569,XF7B020,66,12,锁定
8570,XF7B021,66,12,锁定
8571,XF7B022,66,12,锁定
8572,XF7B023,66,12,锁定
8573,XF7B024,66,12,锁定
8574,XF7B025,66,12,未锁定
8575,XF7B026,66,12,未锁定
8576,XF7B027,66,12,未锁定
8577,XF7B028,66,12,未锁定
8578,XF7B029,66,12,未锁定
8579,XF7B030,66,12,未锁定
8580,XF7B031,66,12,锁定
8581,XF7B032,66,12,锁定
8582,XF7B033,66,12,锁定
8583,XF7B034,66,12,锁定
8584,XF7B035,66,12,锁定
8585,XF7B036,66,12,锁定
8586,XF7B037,66,12,未锁定
8587,XF7B038,66,12,未锁定
8588,XF7B039,66,12,未锁定
8589,XF7B040,66,12,未锁定
8590,XF7B041,66,12,未锁定
8591,XF7B042,66,12,未锁定
8592,XF7B043,66,12,锁定
8593,XF7B044,66,12,锁定
8594,XF7B045,66,12,锁定
8595,XF7B046,66,12,锁定
8596,XF7B047,66,12,锁定
8597,XF7B048,66,12,锁定
8598,XF7B049,66,12,未锁定
8599,XF7B050,66,12,未锁定
8600,XF7B051,66,12,未锁定
8601,XF7B052,66,12,未锁定
8602,XF7B053,66,12,未锁定
8603,XF7B054,66,12,未锁定
8604,XF7B055,66,12,锁定
8605,XF7B056,66,12,锁定
8606,XF7B057,66,12,锁定
8607,XF7B058,66,12,锁定
8608,XF7B059,66,12,锁定
8609,XF7B060,66,12,锁定
8610,XF7B061,66,12,未锁定
8611,XF7B062,66,12,未锁定
8612,XF7B063,66,12,未锁定
8613,XF7B064,66,12,未锁定
8614,XF7B065,66,12,未锁定
8615,XF7B066,66,12,未锁定
8616,XF7B067,66,12,锁定
8617,XF7B068,66,12,锁定
8618,XF7B069,66,12,锁定
8619,XF7B070,66,12,锁定
8620,XF7B071,66,12,锁定
8621,XF7B072,66,12,锁定
8622,XF7C001,67,12,未锁定
8623,XF7C002,67,12,未锁定
8624,XF7C003,67,12,未锁定
8625,XF7C004,67,12,未锁定
8626,XF7C005,67,12,锁定
8627,XF7C006,67,12,锁定
8628,XF7C007,67,12,锁定
8629,XF7C008,67,12,锁定
8630,XF7C009,67,12,未锁定
8631,XF7C010,67,12,未锁定
8632,XF7C011,67,12,未锁定
8633,XF7C012,67,12,未锁定
8634,XF7C013,67,12,锁定
8635,XF7C014,67,12,锁定
8636,XF7C015,67,12,锁定
8637,XF7C016,67,12,锁定
8638,XF7C017,67,12,未锁定
8639,XF7C018,67,12,未锁定
8640,XF7C019,67,12,未锁定
8641,XF7C020,67,12,未锁定
8642,XF7C021,67,12,锁定
8643,XF7C022,67,12,锁定
8644,XF7C023,67,12,锁定
8645,XF7C024,67,12,锁定
8646,XF7C025,67,12,未锁定
8647,XF7C026,67,12,未锁定
8648,XF7C027,67,12,未锁定
8649,XF7C028,67,12,未锁定
8650,XF7C029,67,12,锁定
8651,XF7C030,67,12,锁定
8652,XF7C031,67,12,锁定
8653,XF7C032,67,12,锁定
8654,XF7D001,68,12,锁定
8655,XF7D002,68,12,锁定
8656,XF7D003,68,12,锁定
8657,XF7D004,68,12,锁定
8658,XF7D005,68,12,锁定
8659,XF7D006,68,12,锁定
8660,XF7D007,68,12,锁定
8661,XF7D008,68,12,锁定
8662,XF7D009,68,12,未锁定
8663,XF7D010,68,12,未锁定
8664,XF7D011,68,12,未锁定
8665,XF7D012,68,12,未锁定
8666,XF7D013,68,12,未锁定
8667,XF7D014,68,12,未锁定
8668,XF7D015,68,12,未锁定
8669,XF7D016,68,12,未锁定
8670,XF7D017,68,12,锁定
8671,XF7D018,68,12,锁定
8672,XF7D019,68,12,锁定
8673,XF7D020,68,12,锁定
8674,XF7D021,68,12,锁定
8675,XF7D022,68,12,锁定
8676,XF7D023,68,12,锁定
8677,XF7D024,68,12,锁定
8678,XF7D025,68,12,未锁定
8679,XF7D026,68,12,未锁定
8680,XF7D027,68,12,未锁定
8681,XF7D028,68,12,未锁定
8682,XF7D029,68,12,未锁定
8683,XF7D030,68,12,未锁定
8684,XF7D031,68,12,未锁定
8685,XF7D032,68,12,未锁定
8686,XF7D033,68,12,锁定
8687,XF7D034,68,12,锁定
8688,XF7D035,68,12,锁定
8689,XF7D036,68,12,锁定
8690,XF7D037,68,12,锁定
8691,XF7D038,68,12,锁定
8692,XF7D039,68,12,锁定
8693,XF7D040,68,12,锁定
8694,XF7D041,68,12,未锁定
8695,XF7D042,68,12,未锁定
8696,XF7D043,68,12,未锁定
8697,XF7D044,68,12,未锁定
8698,XF7D045,68,12,未锁定
8699,XF7D046,68,12,未锁定
8700,XF7D047,68,12,未锁定
8701,XF7D048,68,12,未锁定
8702,XF7D049,68,12,锁定
8703,XF7D050,68,12,锁定
8704,XF7D051,68,12,锁定
8705,XF7D052,68,12,锁定
8706,XF7D053,68,12,锁定
8707,XF7D054,68,12,锁定
8708,XF7D055,68,12,锁定
8709,XF7D056,68,12,锁定
8710,XF7D057,68,12,未锁定
8711,XF7D058,68,12,未锁定
8712,XF7D059,68,12,未锁定
8713,XF7D060,68,12,未锁定
8714,XF7D061,68,12,未锁定
8715,XF7D062,68,12,未锁定
8716,XF7D063,68,12,未锁定
8717,XF7D064,68,12,未锁定
8718,XF7D065,68,12,锁定
8719,XF7D066,68,12,锁定
8720,XF7D067,68,12,锁定
8721,XF7D068,68,12,锁定
8722,XF7D069,68,12,锁定
8723,XF7D070,68,12,锁定
8724,XF7D071,68,12,锁定
